OTU	apr13_E_73	apr13_H2O_75	apr13_W_74	apr20_E_82	apr20_H2O_84	apr20_W_83	apr27_H2O_93	apr27_W_92	apr5_E_64	apr5_H2O_66	apr5_W_65	aug3_E_184	aug3_H2O_186	aug3_W_185	jul20_E_175	jul20_H2O_177	jul20_W_176	jul7_E_166	jul7_H2O_168	jul7_W_167	jun1_E_136	jun1_H2O_138	jun1_W_137	jun21_E_157	jun21_H2O_159	jun21_W_158	jun7_E_148	jun7_H2O_150	jun7_W_149	mar15_W_38	mar24_E_46	mar24_H2O_48	mar24_W_47	mar30_E_55	mar30_H2O_57	mar30_W_56	may10_E_109	may10_H2O_111	may10_W_110	may18_E_118	may18_H2O_120	may18_W_119	may25_E_127	may25_H2O_129	may25_W_128	may5_E_100	may5_W_101
b61011dd4544962929d6def0e3dff0d3	130.0	0.0	0.0	330.0	80.0	375.0	0.0	5546.0	3058.0	0.0	1064.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
253a5c2eb54ff878515165dc277e8a95	0.0	105.0	1659.0	4343.0	347.0	1095.0	49.0	136.0	94.0	492.0	12.0	30.0	7.0	0.0	297.0	0.0	0.0	0.0	0.0	14.0	0.0	13.0	12.0	0.0	99.0	4.0	0.0	0.0	0.0	10.0	0.0	0.0	5.0	0.0	216.0	0.0	0.0	442.0	31.0	0.0	49.0	0.0	75.0	33.0	92.0	26.0	30.0
9666e4776c880cd4f2056259e75a08f8	823.0	0.0	0.0	0.0	168.0	0.0	0.0	446.0	3103.0	0.0	617.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	940.0	2127.0	0.0	1195.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76fcbf0e4d82ef918fb3b8c2f35e1ef8	106.0	0.0	5.0	185.0	2208.0	0.0	41.0	154.0	406.0	2782.0	1642.0	157.0	0.0	7.0	190.0	6.0	0.0	0.0	82.0	17.0	0.0	0.0	0.0	97.0	8.0	0.0	70.0	0.0	90.0	349.0	157.0	11.0	223.0	0.0	0.0	70.0	0.0	56.0	0.0	252.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
16f47891ee45adfcb23c00a8e6f57e77	904.0	0.0	0.0	0.0	0.0	0.0	0.0	479.0	2975.0	0.0	760.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1209.0	1529.0	0.0	1463.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38508eb0757bcac2f65b88f09f77703f	156.0	0.0	47.0	2006.0	462.0	2052.0	0.0	1463.0	366.0	127.0	250.0	245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	1414.0	33.0	311.0	0.0	0.0
8110a4b6876026d47baecae58bc1979f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	517.0	0.0	0.0	7827.0	21.0	0.0	192.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0
2630d87061f67809c4f1b25496c50308	0.0	42.0	0.0	0.0	39.0	0.0	0.0	16.0	11.0	7748.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	221.0	121.0	48.0	29.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b5a254fd8246630fc70fc554f797ae97	30.0	0.0	0.0	89.0	56.0	0.0	0.0	553.0	6501.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0
312c7036283000719df37539f1b70278	0.0	0.0	12.0	0.0	0.0	0.0	207.0	0.0	0.0	0.0	0.0	70.0	1237.0	176.0	0.0	26.0	28.0	0.0	54.0	0.0	0.0	323.0	80.0	12.0	225.0	47.0	0.0	29.0	7.0	0.0	30.0	0.0	0.0	0.0	194.0	0.0	27.0	94.0	104.0	0.0	425.0	73.0	40.0	611.0	386.0	104.0	2672.0
dad431a171a5c16764b385d8120313eb	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.0	1089.0	0.0	41.0	57.0	0.0	0.0	31.0	0.0	18.0	1378.0	0.0	102.0	0.0	0.0	18.0	2402.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	82.0	0.0	585.0	145.0	953.0	64.0	40.0
ef9b16df3e7f97bb63e733d9cd44e08e	109.0	16.0	0.0	1537.0	215.0	1724.0	0.0	1190.0	448.0	106.0	205.0	222.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	1257.0	0.0	143.0	0.0	0.0
6221123a37533ca81938a005446825a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	388.0	4841.0	17.0	0.0	950.0	12.0	0.0	643.0	9.0	0.0	154.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	9.0	0.0	0.0	0.0
07b5493f6302db0674013b6532fe74f2	82.0	68.0	0.0	127.0	2397.0	7.0	0.0	84.0	1469.0	438.0	40.0	0.0	5.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	924.0	882.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
708228aa99283fd89fb7780e68a0f77f	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	6074.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	31.0	101.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
0387339a73ea5ccdee6cc5c9060a1d08	86.0	0.0	74.0	590.0	43.0	1485.0	0.0	345.0	579.0	83.0	40.0	0.0	0.0	98.0	0.0	21.0	33.0	0.0	0.0	0.0	0.0	52.0	0.0	9.0	12.0	0.0	0.0	34.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	2169.0	23.0	261.0	0.0	0.0
6f5b385b08ada7cd4e932131bf70ed3d	544.0	0.0	0.0	0.0	0.0	0.0	0.0	302.0	2042.0	0.0	479.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	635.0	1379.0	121.0	749.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0f87a3874805f4a04e57533bd005b1a9	146.0	0.0	28.0	1329.0	470.0	1400.0	0.0	1117.0	272.0	0.0	104.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	958.0	0.0	171.0	0.0	0.0
dc7a12b53763f098db47416d6abc6c56	24.0	0.0	0.0	99.0	4691.0	268.0	0.0	23.0	220.0	365.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	39.0	0.0	18.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b6f6e95fbd4af8ecce015addc00d751b	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1058.0	180.0	139.0	0.0	0.0	0.0	0.0	0.0	408.0	0.0	0.0	2991.0	0.0	153.0	704.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	107.0	7.0	0.0
736d09287d1a9335ba483fe284bdb8eb	64.0	0.0	0.0	734.0	23.0	1123.0	0.0	247.0	417.0	0.0	0.0	42.0	21.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	446.0	39.0	259.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	90.0	14.0	0.0	1574.0	0.0	374.0	0.0	0.0
aeb79c24c28a1703afa40e57276c86bf	109.0	0.0	0.0	465.0	0.0	159.0	0.0	2252.0	2420.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b11162d4f31753816928af9e47b9f715	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	1835.0	24.0	18.0	326.0	131.0	20.0	24.0	0.0	0.0	403.0	125.0	1275.0	34.0	776.0	71.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	107.0	49.0	0.0	0.0
45282c034bd75f0ea55cfa7398fec9b0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	130.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	126.0	3351.0	0.0	80.0	1277.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	234.0	0.0	0.0	0.0	0.0
