to,from,weight
ccbef4f7fdf76aab7fed38193f0dbbb4,ASV667,1.11E-16
ASV1515,ASV744,0
ASV328,ASV667,0.999367544
ASV328,d9f8ab9eab576c318fe0b1eb43da07ed,0.136298809
835f49fc13f0f9a859af009937925151,ASV1850,0.049722091
ASV943,7491e559c46784c3c627e6d37ef33128,1
a374682230a829573120efb75d1bd96b,ASV952,1.11E-16
ASV865,5ab75def4e6aa82a790cbc92161365b1,1
ASV8,f5e86a9841f8fb6613b42e1df9d229fa,1
1d3c6367e5f30af163aedf4e59eadeed,ASV1039,1
1d3c6367e5f30af163aedf4e59eadeed,6750c6f1b2e9b5eb18c01044ef04b255,1
ASV897,ASV394,1.35E-04
ASV897,ASV393,1
399fdcf9abac0d03b00f63e93edfd481,ASV273,0.995157006
ccbef4f7fdf76aab7fed38193f0dbbb4,ASV1016,1
ASV943,ASV1145,1
6750c6f1b2e9b5eb18c01044ef04b255,ASV249,1
ASV1969,ASV804,0.034730771
ASV1127,ASV1850,1
ASV1209,ASV100,0.755928946
ASV1801,5ab75def4e6aa82a790cbc92161365b1,1
6750c6f1b2e9b5eb18c01044ef04b255,ASV243,1
ASV952,d9f8ab9eab576c318fe0b1eb43da07ed,1
1d3c6367e5f30af163aedf4e59eadeed,ASV281,1
fa19522f4a04124c8aeb8b8247645879,ASV420,5.31E-05
ASV637,07d8d1545671fcbe90bfbecd0552c767,0.181867356
7a53176307f0f04ba8ff4fed2cb4c274,ASV650,1
ASV328,6e62698c5e7896acb3a16c75c2adec1e,0.034532386
a374682230a829573120efb75d1bd96b,ASV943,0.025635784
ASV431,b3c35c04f4a0b80371156dd6483f1b25,1.87E-04
ASV1765,ASV352,1
a374682230a829573120efb75d1bd96b,509ace08b5aa48a88deb5bdad25845d3,0.023494003
ASV768,ASV57,8.56E-05
ASV876,ASV178,0.999648979
ASV420,7491e559c46784c3c627e6d37ef33128,1
ASV1209,ASV1549,1
509ace08b5aa48a88deb5bdad25845d3,d9f8ab9eab576c318fe0b1eb43da07ed,1
ASV111,ASV804,7.11E-04
ASV1207,ASV1141,1
ASV347,ASV1141,0.022222577
ASV423,ASV98,0.10887938
ASV352,ASV243,1
ASV897,ASV815,1
ASV796,ASV394,1
ASV423,ASV1801,0.992510926
ASV1231,07d8d1545671fcbe90bfbecd0552c767,1
ASV796,ASV393,1
ASV629,ASV394,1
ASV747,ASV133,1.11E-16
ASV629,ASV393,1
c57c80b904fe1d31d276fe185494d61e,ASV560,1
ASV876,eceddaca443bec367cef72b93e49d8f3,5.46E-04
ASV1677,ASV633,0.083069294
ASV768,ASV1016,8.56E-05
a374682230a829573120efb75d1bd96b,ASV932,1
ASV932,ASV57,1
ASV489,ASV1092,1
ASV109,ASV709,1
ASV423,f5e86a9841f8fb6613b42e1df9d229fa,0.755928946
ASV865,ASV1141,1
ASV1878,ASV352,1
ASV943,ccbef4f7fdf76aab7fed38193f0dbbb4,0.001307584
ASV742,ASV30,0.034114174
ASV1039,ASV1677,1
ASV768,54dd4aa26421356fd278e399d2603a0b,1
ASV1016,ASV57,1
ASV281,ASV352,6.91E-04
ASV423,ASV87,0.755928946
ASV768,f829f7dd05af5b9ae70b3cb07c41bb7a,1
ASV178,9c0e35aab9c3645fa3182513b254cc5d,0.755928946
ASV1878,ASV1549,1
ASV1878,ASV30,1
ASV932,509ace08b5aa48a88deb5bdad25845d3,1
ASV1145,7491e559c46784c3c627e6d37ef33128,1
ASV1969,ASV347,1
ASV747,ASV489,1
ASV1842,ASV111,1
ASV804,ASV1763,1
ASV1765,ASV76,1
f829f7dd05af5b9ae70b3cb07c41bb7a,d9f8ab9eab576c318fe0b1eb43da07ed,1.11E-16
ccbef4f7fdf76aab7fed38193f0dbbb4,7491e559c46784c3c627e6d37ef33128,1.11E-16
ASV444,ASV394,1
ASV444,ASV393,1
5ab75def4e6aa82a790cbc92161365b1,ASV58,0.993684496
6598ffab6ef90f90ee7a86a9a16f5b82,ASV1209,0.056383071
1d3c6367e5f30af163aedf4e59eadeed,ASV1004,1
ASV1092,ASV650,1
1d3c6367e5f30af163aedf4e59eadeed,ASV1364,1
ASV796,ASV815,1
ASV57,509ace08b5aa48a88deb5bdad25845d3,1.11E-16
7a53176307f0f04ba8ff4fed2cb4c274,ASV629,1
ASV532,ASV897,3.62E-04
ASV87,f5e86a9841f8fb6613b42e1df9d229fa,0.013895064
f829f7dd05af5b9ae70b3cb07c41bb7a,ASV420,8.24E-04
6750c6f1b2e9b5eb18c01044ef04b255,ASV570,1
411dc3c2024aedcc3a2e98373cbfd904,ASV57,2.41E-04
ASV633,ASV1549,1
ASV1285,ASV1173,0.989193189
ASV1125,ASV273,0.089582626
ASV1645,ASV394,0.001914563
ASV1645,ASV393,1
ASV328,411dc3c2024aedcc3a2e98373cbfd904,0.034532386
ASV231,ASV195,0.564255042
ASV100,ASV1004,0.991526943
411dc3c2024aedcc3a2e98373cbfd904,6e62698c5e7896acb3a16c75c2adec1e,1
ASV100,ASV1364,0.45692475
ASV1209,ASV1878,0.04682204
1d3c6367e5f30af163aedf4e59eadeed,ASV249,1
ASV526,ASV344,0.997324614
ASV650,ASV629,6.42E-08
ASV444,ASV815,1
ASV489,ASV288,0.999857882
1d3c6367e5f30af163aedf4e59eadeed,ASV243,0.002606017
eceddaca443bec367cef72b93e49d8f3,ASV560,0.005957034
ASV444,ASV1092,1.11E-16
ASV352,ASV570,0.044417806
6598ffab6ef90f90ee7a86a9a16f5b82,ASV117,0.002368149
ASV1039,ASV742,1
6598ffab6ef90f90ee7a86a9a16f5b82,ASV1549,1
ASV667,7491e559c46784c3c627e6d37ef33128,0.001226315
ASV633,ASV352,1
54dd4aa26421356fd278e399d2603a0b,6e62698c5e7896acb3a16c75c2adec1e,1
ASV178,710ecb4505ef3318c6df049aa439f507,0.755928946
ASV1645,ASV815,1.11E-16
ASV1801,f5e86a9841f8fb6613b42e1df9d229fa,0.018166878
c57c80b904fe1d31d276fe185494d61e,9c0e35aab9c3645fa3182513b254cc5d,2.34E-05
ASV768,ASV667,1.52E-04
ASV117,ASV76,1
ASV87,ASV804,1
ASV1842,ASV8,1
ASV1092,ASV629,1.11E-16
ASV347,ASV111,0.047096244
ASV1801,ASV8,1
ASV133,ASV629,2.90E-05
ASV747,ASV1144,1
c613f331cf39789e2b4cf12aa809ac30,ASV1515,0
ASV1542,ASV1763,1
ASV1016,6e62698c5e7896acb3a16c75c2adec1e,1
ASV1231,ASV178,0.025982553
ASV1207,ASV865,0.026070963
6598ffab6ef90f90ee7a86a9a16f5b82,ASV100,0.991526943
ASV323,ASV1672,1
ASV943,ASV420,2.41E-04
5ab75def4e6aa82a790cbc92161365b1,ASV1542,1
411dc3c2024aedcc3a2e98373cbfd904,ASV420,1.11E-16
ASV785,ASV414,0.012872097
ASV637,ASV431,0.99933617
ASV1801,ASV111,1
fa19522f4a04124c8aeb8b8247645879,7491e559c46784c3c627e6d37ef33128,0.002089147
ASV943,d9f8ab9eab576c318fe0b1eb43da07ed,1
ASV713,ASV1973,0.025457136
ASV1677,ASV1209,0.04682204
ASV747,ASV444,1
07d8d1545671fcbe90bfbecd0552c767,ASV560,1
ASV1769,ASV1158,0.022611649
ccbef4f7fdf76aab7fed38193f0dbbb4,ASV952,1
ASV328,ASV952,0.162308561
ASV1765,ASV30,0.47365307
ASV1285,ASV1141,9.70E-04
ASV1842,ASV98,1
ASV87,ASV1763,1
ASV87,ASV98,1.11E-16
07d8d1545671fcbe90bfbecd0552c767,b3c35c04f4a0b80371156dd6483f1b25,1
ASV713,835f49fc13f0f9a859af009937925151,1
ASV782,ASV1763,1.11E-16
ASV1969,ASV1173,0.467596374
ASV1973,ASV1515,1
ASV249,ASV1549,0.071047136
ASV815,ASV394,2.57E-04
ASV815,ASV393,2.70E-06
ASV876,b3c35c04f4a0b80371156dd6483f1b25,0.009816232
ASV8,ASV1542,1
1d3c6367e5f30af163aedf4e59eadeed,ASV570,1
a374682230a829573120efb75d1bd96b,fa19522f4a04124c8aeb8b8247645879,1
ASV1842,ASV423,0.446171995
ASV1842,ASV782,1
ASV420,d9f8ab9eab576c318fe0b1eb43da07ed,0.01059973
ASV747,ASV796,8.97E-06
ASV1017,ASV1158,1
ASV943,ASV768,1
ASV742,ASV249,1
ASV1842,ASV87,1.11E-16
ASV742,ASV243,1
1d3c6367e5f30af163aedf4e59eadeed,ASV1677,1
6598ffab6ef90f90ee7a86a9a16f5b82,ASV1878,1
c613f331cf39789e2b4cf12aa809ac30,ASV1850,1
ASV1842,5ab75def4e6aa82a790cbc92161365b1,1
5ab75def4e6aa82a790cbc92161365b1,ASV782,1
ASV1209,ASV742,1
c57c80b904fe1d31d276fe185494d61e,710ecb4505ef3318c6df049aa439f507,1
ASV98,ASV1763,1
ASV1677,ASV1549,1
ASV747,ASV785,1
ASV1016,ASV667,1.11E-16
ASV952,6e62698c5e7896acb3a16c75c2adec1e,1
ASV713,ASV1158,1
878a35347f3e227d5ca7683772399708,ASV159,0.96875
ASV57,ASV1145,1.11E-16
ASV1765,ASV633,0.083069294
7a53176307f0f04ba8ff4fed2cb4c274,ASV133,0.011624701
ASV111,5ab75def4e6aa82a790cbc92161365b1,1
ASV952,ASV420,8.24E-04
ASV932,fa19522f4a04124c8aeb8b8247645879,1
ASV1016,411dc3c2024aedcc3a2e98373cbfd904,1
a374682230a829573120efb75d1bd96b,ASV420,1.11E-16
ASV1842,ASV1763,1
509ace08b5aa48a88deb5bdad25845d3,6e62698c5e7896acb3a16c75c2adec1e,1.11E-16
ASV1973,ASV1850,1
ASV431,ASV560,1.25E-04
ASV876,c57c80b904fe1d31d276fe185494d61e,1
ASV629,ASV1144,1
ASV747,ASV414,0.06493761
ASV526,eceddaca443bec367cef72b93e49d8f3,1.11E-16
7a53176307f0f04ba8ff4fed2cb4c274,ASV489,1
ASV45,ASV12,0.927105069
ASV1141,ASV1763,1
eceddaca443bec367cef72b93e49d8f3,9c0e35aab9c3645fa3182513b254cc5d,1
ASV117,ASV30,1
ASV650,ASV133,1.11E-16
ASV532,ASV394,9.58E-04
ASV1004,ASV1364,1
ASV532,ASV393,1.67E-04
ASV423,ASV111,0.612295072
ASV1677,ASV117,1
ASV897,ASV650,1
ASV1878,ASV633,1
ASV178,ASV560,0.025982553
ASV281,6750c6f1b2e9b5eb18c01044ef04b255,1
ASV1969,ASV1141,0.022222577
ASV1017,ASV744,0
ASV281,ASV633,1
ASV58,ASV1763,0.993684496
ASV744,835f49fc13f0f9a859af009937925151,1
ASV1763,f5e86a9841f8fb6613b42e1df9d229fa,1
ASV87,ASV8,1
ASV1549,ASV243,1
ASV1017,ASV1127,2.47E-04
ASV347,ASV782,0.029099277
ASV414,ASV288,0.99973798
a374682230a829573120efb75d1bd96b,54dd4aa26421356fd278e399d2603a0b,1
ASV1173,ASV804,0.755928946
ASV1842,ASV58,0.993684496
a374682230a829573120efb75d1bd96b,f829f7dd05af5b9ae70b3cb07c41bb7a,1
ASV87,ASV58,0.993684496
ASV1039,ASV249,0.035269078
ASV423,ASV100,0.959183673
f829f7dd05af5b9ae70b3cb07c41bb7a,6e62698c5e7896acb3a16c75c2adec1e,1
ASV742,ASV570,1
a374682230a829573120efb75d1bd96b,ASV768,0.036655289
c57c80b904fe1d31d276fe185494d61e,ASV392,0.998569692
ASV1039,ASV243,1
ASV526,ASV637,0.184043969
ASV1207,ASV1763,1
ASV876,ASV431,1
ASV393,ASV394,1
ASV1677,ASV100,0.991526943
ASV347,ASV1763,1
ASV1801,ASV782,0.029099277
ASV87,ASV1284,0.0717846
ASV1092,ASV133,4.09E-04
fa19522f4a04124c8aeb8b8247645879,ASV57,1
ASV532,ASV815,1
ASV1677,6750c6f1b2e9b5eb18c01044ef04b255,1
ASV785,ASV288,0.016710503
ASV782,ASV1284,1
ASV526,ASV1231,1
ASV109,ASV895,0
ASV667,d9f8ab9eab576c318fe0b1eb43da07ed,1
ASV1209,ASV1004,1
ASV744,ASV1850,1
ASV431,07d8d1545671fcbe90bfbecd0552c767,1
ASV1209,ASV1364,1
ASV1677,ASV1878,1
ASV796,ASV650,1
ASV1127,ASV744,0.002212337
ASV713,c613f331cf39789e2b4cf12aa809ac30,1
ASV713,ASV1127,7.24E-05
ASV1515,ASV1850,0.011916646
ASV1207,ASV804,1
ASV768,ccbef4f7fdf76aab7fed38193f0dbbb4,1
ASV865,ASV1763,0.009966404
ASV1125,ASV1543,0.00251382
ASV328,ASV57,0.999367544
ASV865,f5e86a9841f8fb6613b42e1df9d229fa,0.006670148
c613f331cf39789e2b4cf12aa809ac30,ASV1017,1
ASV117,ASV100,0.755928946
6598ffab6ef90f90ee7a86a9a16f5b82,ASV1039,1
ASV932,54dd4aa26421356fd278e399d2603a0b,1
ASV782,ASV8,1
ASV560,b3c35c04f4a0b80371156dd6483f1b25,0
ASV932,f829f7dd05af5b9ae70b3cb07c41bb7a,3.21E-04
ASV1285,ASV98,0.013613685
ASV1515,ASV31,0.082108965
ASV768,ASV952,1
eceddaca443bec367cef72b93e49d8f3,710ecb4505ef3318c6df049aa439f507,1
ASV1173,ASV1141,0.755928946
ASV532,ASV1092,1.11E-16
ASV323,ASV709,1
ASV98,ASV1284,1
ASV897,ASV629,1
ASV444,ASV650,1
ASV1878,ASV1004,0.066849254
fa19522f4a04124c8aeb8b8247645879,d9f8ab9eab576c318fe0b1eb43da07ed,1
ASV1878,ASV1364,1
ASV1549,ASV1004,1
ASV1549,ASV1364,1
ASV352,ASV76,0.006618808
ASV952,ASV57,1
ASV423,ASV1173,1
ASV526,ASV178,0.755928946
ASV1285,ASV87,1
ASV1973,ASV1017,1
ASV1842,ASV1285,1
ASV1549,ASV570,1
ASV1842,ASV1284,0.003324237
399fdcf9abac0d03b00f63e93edfd481,ASV1543,4.93E-04
eceddaca443bec367cef72b93e49d8f3,ASV392,0.998569692
ASV1769,ASV31,0.999005189
6598ffab6ef90f90ee7a86a9a16f5b82,ASV742,0.007768699
7a53176307f0f04ba8ff4fed2cb4c274,ASV444,1
ASV1645,ASV650,1
ASV1141,ASV1284,1
ASV1801,ASV1173,0.127870759
ASV392,9c0e35aab9c3645fa3182513b254cc5d,0.050947214
ASV637,ASV1231,0.142896003
ASV1207,ASV347,1
ASV1039,ASV570,0.004594671
ASV633,ASV1004,1
f829f7dd05af5b9ae70b3cb07c41bb7a,411dc3c2024aedcc3a2e98373cbfd904,1.71E-04
ASV633,ASV1364,0.004594671
ASV796,ASV629,5.91E-05
ASV1209,ASV249,1
ASV895,ASV709,1
ASV344,b3c35c04f4a0b80371156dd6483f1b25,0.755928946
c613f331cf39789e2b4cf12aa809ac30,ASV31,0.232940464
ASV1209,ASV243,1
ASV328,ASV1145,0.171255156
ASV932,ASV328,0.175040754
ASV943,6e62698c5e7896acb3a16c75c2adec1e,1
ASV1765,ASV1209,1
7a53176307f0f04ba8ff4fed2cb4c274,ASV796,0.011027925
ASV1144,ASV394,1
ASV897,ASV1144,2.17E-04
ASV747,ASV288,0.755928946
ASV423,ASV782,0.755928946
ASV1549,ASV76,0.111684245
ASV1765,6750c6f1b2e9b5eb18c01044ef04b255,1
ASV526,b3c35c04f4a0b80371156dd6483f1b25,2.26E-05
ASV1543,ASV273,0.755928946
ASV489,ASV897,4.82E-04
ASV713,ASV744,1
6598ffab6ef90f90ee7a86a9a16f5b82,ASV1004,1
ASV249,ASV100,0.755928946
ASV1207,ASV1285,1
6598ffab6ef90f90ee7a86a9a16f5b82,ASV1364,0.056383071
ASV100,ASV1173,0.959183673
ASV1207,ASV1284,0.003324237
ASV1016,509ace08b5aa48a88deb5bdad25845d3,1.11E-16
ccbef4f7fdf76aab7fed38193f0dbbb4,ASV1145,1
ASV347,ASV1285,1
ASV444,ASV629,3.74E-05
ASV347,ASV1284,1
ASV1142,ASV1543,1
ASV100,ASV570,0.991526943
ASV637,9c0e35aab9c3645fa3182513b254cc5d,0.218711382
7a53176307f0f04ba8ff4fed2cb4c274,ASV785,1
ASV1016,ASV952,1
ASV423,ASV8,0.755928946
ASV420,6e62698c5e7896acb3a16c75c2adec1e,1
c57c80b904fe1d31d276fe185494d61e,ASV344,0.068277052
ASV347,ASV8,0.077764735
ASV1231,ASV431,1.11E-16
ccbef4f7fdf76aab7fed38193f0dbbb4,ASV420,1
ASV328,ASV420,0.755928946
710ecb4505ef3318c6df049aa439f507,ASV560,1
6598ffab6ef90f90ee7a86a9a16f5b82,ASV281,2.60E-05
ASV865,ASV1285,1
ASV865,ASV1284,1
ASV423,ASV1141,0.992510926
ASV448,ASV273,0.755928946
ASV1285,ASV58,0.993684496
7a53176307f0f04ba8ff4fed2cb4c274,ASV1092,0.007149189
ASV865,ASV804,1
ASV1645,ASV629,1
ccbef4f7fdf76aab7fed38193f0dbbb4,d9f8ab9eab576c318fe0b1eb43da07ed,1
ASV633,ASV76,1
ASV932,ASV667,5.79E-05
ASV1285,ASV1763,1
ASV1231,9c0e35aab9c3645fa3182513b254cc5d,1.11E-16
ASV1765,ASV1549,0.04682204
7a53176307f0f04ba8ff4fed2cb4c274,ASV414,0.755928946
ASV768,7491e559c46784c3c627e6d37ef33128,0.002281132
ASV111,ASV1173,0.127870759
