to,from,weight
ASV1249,ASV1518,1
ASV298,ASV571,5.194487877
ASV1558,ASV947,1
5ab75def4e6aa82a790cbc92161365b1,ASV481,0.710544706
ASV860,ASV839,1
ASV1108,ASV8,0.584071449
b0c765a76a3bd24405f68a14ece65115,ASV1334,0.543989556
ASV576,ASV1919,1
ASV98,ASV1460,0.483743834
b0c765a76a3bd24405f68a14ece65115,ASV1332,0.607988327
ASV1704,5ab75def4e6aa82a790cbc92161365b1,0.665279706
ASV1081,ASV1299,1
e29f676da177554e5013d56793669bfd,ASV1704,1
ASV32,ASV45,3.04959096
ASV1685,ASV273,0.804579226
ASV831,ASV1462,1
ASV1037,ASV570,0.979878613
ASV831,ASV1460,1
ASV1249,ASV159,3.62793437
ASV1558,ASV98,0.483743834
ASV1278,ASV44,1
ASV100,ASV773,0.732724923
6598ffab6ef90f90ee7a86a9a16f5b82,ASV926,4.789026036
ASV867,ASV31,0.995571006
ASV87,f5e86a9841f8fb6613b42e1df9d229fa,3.460379221
ASV1094,ASV1056,1
ASV506,ASV30,0.72547625
ASV995,ASV344,3.345420023
ASV32,ASV33,0.71038685
c613f331cf39789e2b4cf12aa809ac30,970a0f4184a8820116f827e881f75110,0.103653233
ASV1558,ASV133,0.543989556
ASV100,ASV1806,0.546963434
ASV576,ASV344,0.811652405
3ee42b2263827ef0cb35c3a525005617,0ed2e810f88dd9a532e34fef3097f56a,1
ASV1401,cd6b7936ba4c5252ce3773d276e695ac,1
ASV1401,ASV308,0.584684178
ASV344,ASV1520,0.483743834
ASV119,ASV526,3.199554342
399fdcf9abac0d03b00f63e93edfd481,ASV231,0.299893506
ASV448,ASV111,0.199586272
ASV17,ASV275,0.571675131
ASV867,ASV1520,1
ASV526,ASV344,0.810202308
ASV1401,da95059d70300111c7e409ff878cd4b2,0.095437134
f829f7dd05af5b9ae70b3cb07c41bb7a,878a35347f3e227d5ca7683772399708,1
4e4ae9e7f5bb4a69d13620a178d74c04,ASV859,0.046155111
ASV308,f829f7dd05af5b9ae70b3cb07c41bb7a,0.584684178
ASV308,ASV860,3.173154816
ASV444,ASV1096,0.649110329
ASV506,ASV1319,0.72547625
ASV1081,ASV1278,0.04813379
ASV1249,ASV1057,1
ASV66,ASV1882,4.447719994
ASV1096,ASV294,1
ASV1896,b0c765a76a3bd24405f68a14ece65115,4.246635786
ASV1061,ASV88,0.72547625
ASV1253,ASV926,0.001118577
ASV888,ASV45,3.745666243
ASV867,ASV1519,1
ASV1207,ASV1108,0.001221513
ASV448,ASV104,0.393397254
5ab75def4e6aa82a790cbc92161365b1,ASV33,0.511575331
ASV308,ASV859,0.584684178
ASV1278,ASV23,0.459405084
ASV785,ASV787,1
ASV526,ASV1732,0.279222405
ASV1519,ASV344,0.536137548
6598ffab6ef90f90ee7a86a9a16f5b82,951da216cb3423c01f473555ea9e8128,0.579677731
ASV1253,ASV481,0.028166501
ASV308,784833580054b0b8670ff0d1642746ee,0.584684178
ASV444,ASV1082,4.660017473
ASV506,ASV576,0.05762893
ASV27,ASV1082,4.976406155
ASV231,ASV178,1
ASV506,ASV570,0.72547625
ASV1401,399fdcf9abac0d03b00f63e93edfd481,1.621561875
ASV1558,ASV66,5.0912117
ASV74,ASV9,0.480851892
ASV109,ASV1207,3.670118767
ASV785,ASV773,0.00165929
ASV1108,f5e86a9841f8fb6613b42e1df9d229fa,1
ASV1558,ASV106,0.689710215
ASV1082,ASV1096,0.022512402
ASV1249,ASV1037,1.26617268
ASV577,ASV1207,0.649110329
ASV98,ASV294,4.98010761
ASV104,ASV23,3.656226123
ASV1319,ASV414,3.54E-04
ASV1558,ASV100,2.971529437
6598ffab6ef90f90ee7a86a9a16f5b82,f5e86a9841f8fb6613b42e1df9d229fa,0.479579191
3ee42b2263827ef0cb35c3a525005617,ASV529,1
878a35347f3e227d5ca7683772399708,ASV178,0.054308512
ASV774,ASV831,0.004730902
ASV119,ASV1732,3.965709289
ASV1249,ASV119,0.860467575
ASV1096,ASV44,0.004595839
ASV1922,ASV1520,1
ASV1732,ASV414,1
ASV1249,ASV117,1
ASV947,349a635ea622db56824934499ab10052,0.0358816
ASV308,ASV839,2.496166543
ASV119,ASV1299,5.013335685
ASV159,ASV570,0.861474682
ASV344,ASV1057,0.446946234
ASV66,ASV142,0.512098372
ASV1428,5ab75def4e6aa82a790cbc92161365b1,0.665279706
ASV100,ASV294,0.732724923
ASV794,ASV142,4.580109316
ASV1922,ASV1519,1
ASV323,f5e86a9841f8fb6613b42e1df9d229fa,0.837844687
ASV773,ASV294,0.068733935
ASV1299,ASV23,0.459405084
ASV787,ASV1462,0.004595839
ASV1028,ASV55,4.643097566
ASV787,ASV1460,1
ASV1558,ASV1462,1
ASV275,ASV111,0.629010609
ASV1558,ASV44,1
ASV1558,ASV1460,1
ASV787,349a635ea622db56824934499ab10052,1
ASV1518,ASV1919,1
6cd8319c6946505cf0dd7ba3101ca336,54dd4aa26421356fd278e399d2603a0b,0.341853798
ASV1558,ASV444,4.660017473
ASV957,ASV88,0.515308274
ASV957,ASV87,4.105802052
ASV109,ASV560,0.734048464
ASV1334,ASV23,5.191964513
ASV1614,ASV74,0.669432707
6598ffab6ef90f90ee7a86a9a16f5b82,ASV794,4.334446664
ASV1518,ASV570,1
ASV1232,ASV1882,1
ASV104,ASV1037,4.046871622
ASV273,ASV560,0.660654593
ASV481,ASV560,1
ASV1249,ASV1809,1
ASV1096,ASV23,4.577777038
ASV298,ASV860,2.972563736
835f49fc13f0f9a859af009937925151,ASV1685,0.72547625
ASV867,ASV273,4.067039502
ASV119,ASV1278,4.500021492
ASV344,ASV1037,0.787734919
ASV1037,ASV1057,1.26617268
ASV888,0ed2e810f88dd9a532e34fef3097f56a,1
ASV1401,ASV178,1
4e4ae9e7f5bb4a69d13620a178d74c04,cd6b7936ba4c5252ce3773d276e695ac,0.046155111
ASV109,ASV1094,0.572747215
ASV117,ASV30,1
ASV133,ASV947,0.566455654
ASV1215,ASV111,2.10581603
4e4ae9e7f5bb4a69d13620a178d74c04,da95059d70300111c7e409ff878cd4b2,0.246942914
ASV1558,ASV27,4.976406155
ASV1096,ASV1460,1
ASV839,ASV571,1.384838899
ASV1558,ASV23,4.094671555
4e4ae9e7f5bb4a69d13620a178d74c04,ASV1401,0.999335052
ASV31,ASV55,2.32810158
ASV106,ASV1494,0.649110329
ASV414,ASV30,1
ASV1558,ASV787,1
ASV1558,ASV785,0.04813379
ASV288,ASV570,1
ASV785,ASV294,0.04813379
ASV1614,ASV58,0.70134111
ASV576,ASV995,0.009049446
ASV414,ASV288,1
ASV1215,ASV104,0.952358221
ASV323,ASV87,0.854650815
ASV1278,ASV294,1
ASV1019,ASV1520,1
ASV1896,ASV1334,1
b0c765a76a3bd24405f68a14ece65115,951da216cb3423c01f473555ea9e8128,0.735502528
ASV526,ASV995,0.998476885
ASV867,ASV1019,1
ASV1401,ASV159,4.732665197
ASV1028,ASV1130,1.11E-16
ASV888,3ee42b2263827ef0cb35c3a525005617,1
ASV1614,ASV1232,0.004200996
ASV1558,ASV774,1
ASV1558,ASV773,0.068733935
ASV344,ASV1809,0.446946234
ASV1019,ASV1519,1
4e4ae9e7f5bb4a69d13620a178d74c04,399fdcf9abac0d03b00f63e93edfd481,0.921220229
ASV298,ASV839,2.223811825
ASV133,349a635ea622db56824934499ab10052,0.543989556
ASV288,ASV1057,1
fa19522f4a04124c8aeb8b8247645879,ASV231,0.999913585
ASV1319,ASV288,2.90E-04
c931b5b3c970964334341007cd402e96,ASV1277,1
ASV448,ASV88,0.649110329
ASV831,ASV1299,1
ASV1460,349a635ea622db56824934499ab10052,1
ASV448,ASV87,3.83205155
ASV995,ASV30,1
ccbef4f7fdf76aab7fed38193f0dbbb4,ASV100,0.683422573
ASV1019,ASV916,1
ccbef4f7fdf76aab7fed38193f0dbbb4,ASV1614,0.043007309
ASV1732,ASV288,1
ASV1579,ASV109,3.176950877
b0c765a76a3bd24405f68a14ece65115,f5e86a9841f8fb6613b42e1df9d229fa,4.960425676
ASV1401,fa19522f4a04124c8aeb8b8247645879,0.999913585
ASV159,ASV58,5.182384607
ASV1579,ASV98,4.538163339
ASV133,ASV44,4.227672754
ASV1249,ASV414,1
6cd8319c6946505cf0dd7ba3101ca336,ASV794,0.882373214
ASV1096,349a635ea622db56824934499ab10052,1
f5e86a9841f8fb6613b42e1df9d229fa,ASV142,4.65934373
ASV1108,ASV273,4.439200865
ASV117,ASV1919,1
878a35347f3e227d5ca7683772399708,da95059d70300111c7e409ff878cd4b2,1
ASV106,ASV1462,0.499042512
ASV33,ASV560,5.191728092
ASV106,ASV1460,2.785978213
ASV995,ASV1057,0.002933342
ASV98,ASV1278,0.483743834
ASV109,ASV1056,0.543989556
cd6b7936ba4c5252ce3773d276e695ac,ASV178,0.066100141
ASV1037,ASV1809,1.07943438
ASV1082,ASV98,4.98010761
399fdcf9abac0d03b00f63e93edfd481,ASV859,0.607988327
ASV288,ASV1037,1.300680442
ASV1278,349a635ea622db56824934499ab10052,1
ASV1922,ASV344,0.617707493
ASV831,ASV1278,1
6cd8319c6946505cf0dd7ba3101ca336,c931b5b3c970964334341007cd402e96,0.658146202
ASV1249,ASV1319,1
ASV1217,ASV98,0.483743834
f5e86a9841f8fb6613b42e1df9d229fa,ASV926,0.016852894
ASV1253,5ab75def4e6aa82a790cbc92161365b1,0.72547625
b0c765a76a3bd24405f68a14ece65115,ASV1494,0.673264431
ASV526,ASV30,0.272335325
f829f7dd05af5b9ae70b3cb07c41bb7a,ASV231,0.004539753
ASV159,ASV859,5.197286836
ASV576,ASV159,0.439389245
ASV1081,ASV1096,0.004595839
ASV133,ASV23,0.78336196
ASV159,ASV30,0.439389245
ASV288,ASV30,0.005600084
ASV1217,ASV1462,0.022512402
ASV119,ASV1217,4.500021492
ASV957,ASV111,0.999489167
ASV448,ASV1215,1.209954892
ASV1217,ASV1460,1
784833580054b0b8670ff0d1642746ee,cd6b7936ba4c5252ce3773d276e695ac,1
ASV787,ASV947,1
ASV448,ASV1570,0.001678307
ASV1732,ASV1518,1
ASV1462,ASV44,1
ASV901,ASV195,0.710813529
ASV526,ASV159,0.439389245
784833580054b0b8670ff0d1642746ee,da95059d70300111c7e409ff878cd4b2,0.003870002
ASV995,ASV1037,1.105213839
ASV1130,ASV58,5.163900567
ASV1130,ASV55,4.318401999
ASV1558,ASV294,1
ASV1401,f829f7dd05af5b9ae70b3cb07c41bb7a,1
ASV957,ASV104,0.393397254
784833580054b0b8670ff0d1642746ee,ASV178,1
ASV1081,ASV1082,1
ASV1494,ASV1334,1
ASV344,ASV1685,0.536137548
ASV506,ASV393,0.678022196
ASV328,ASV12,0.67073744
ASV506,ASV1919,0.72547625
ASV288,ASV1809,0.005600084
ASV867,ASV1685,1
ASV1579,ASV1130,1
ASV109,ASV1028,0.631220537
ASV1579,ASV420,0.580557686
da95059d70300111c7e409ff878cd4b2,ASV231,1.14E-04
ccbef4f7fdf76aab7fed38193f0dbbb4,ASV74,3.086868571
ASV178,ASV859,1
ASV1082,ASV66,5.0912117
ASV787,ASV133,4.227672754
ASV1579,ASV58,4.14725299
ASV111,ASV133,0.775698408
